sale_id,drug_id,hospital_id,sale_date,units_sold,revenue
S011089,D0106,H060,2023-05-04,458,209805.22
S011090,D0116,H034,2024-09-27,482,8203.64
S011091,D0078,H026,2023-09-13,177,65927.19
S011092,D0092,H014,2023-06-07,278,62989.24
S011093,D0033,H012,2023-05-17,170,7939.0
S011094,D0077,H059,2024-04-03,578,246459.2
S011095,D0085,H003,2023-04-10,283,4482.72
S011096,D0091,H021,2025-01-24,405,49333.05
S011097,D0062,H084,2023-06-23,160,41219.2
S011098,D0096,H100,2023-08-07,811,366125.95
S011099,D0025,H049,2023-07-18,248,2480.0
S011100,D0026,H035,2024-05-29,322,32293.38
S011101,D0032,H001,2023-07-20,141,30866.31
S011102,D0012,H021,2024-01-03,778,217559.92
S011103,D0019,H060,2024-05-02,270,79828.2
S011104,D0066,H073,2023-07-11,591,287314.65
S011105,D0089,H047,2024-07-09,653,90283.78
S011106,D0035,H047,2024-10-13,839,319440.86
S011107,D0033,H083,2023-04-25,554,25871.8
S011108,D0109,H094,2023-10-31,121,40395.85
S011109,D0040,H002,2023-01-03,727,115047.75
S011110,D0085,H044,2025-12-18,568,8997.12
S011111,D0044,H047,2024-09-20,982,432296.04
S011112,D0036,H024,2024-10-19,285,118765.2
S011113,D0047,H084,2023-10-01,366,62981.28
S011114,D0088,H084,2023-11-01,732,46240.44
S011115,D0111,H022,2025-07-28,703,273459.97
S011116,D0079,H089,2024-03-28,574,37212.42
S011117,D0051,H073,2025-07-10,362,24333.64
S011118,D0063,H012,2024-08-07,61,16584.07
S011119,D0074,H061,2024-11-24,244,86046.6
S011120,D0059,H026,2025-04-02,122,26236.1
S011121,D0090,H056,2025-09-06,46,10652.68
S011122,D0107,H044,2023-05-31,777,323573.88
S011123,D0102,H001,2024-06-12,838,299777.74
S011124,D0074,H070,2023-02-14,809,285293.85
S011125,D0044,H020,2025-08-03,203,89364.66
S011126,D0073,H087,2025-06-07,268,86893.64
S011127,D0093,H093,2025-12-18,286,74322.82
S011128,D0070,H053,2023-05-23,923,254932.6
S011129,D0061,H011,2024-07-03,435,167714.25
S011130,D0015,H080,2023-05-19,708,187896.12
S011131,D0020,H045,2024-08-04,872,158869.68
S011132,D0024,H084,2025-07-01,340,121961.4
S011133,D0032,H064,2023-04-02,559,122370.69
S011134,D0053,H100,2023-01-26,53,16213.76
S011135,D0074,H081,2025-09-08,754,265898.1
S011136,D0016,H053,2023-11-04,189,8584.38
S011137,D0016,H056,2024-03-27,831,37744.02
S011138,D0085,H084,2025-06-16,748,11848.32
S011139,D0087,H021,2024-11-21,383,24826.06
S011140,D0097,H052,2023-03-20,107,38048.13
S011141,D0113,H088,2024-05-07,421,46082.66
S011142,D0010,H059,2025-12-18,783,270001.89
S011143,D0037,H094,2025-07-19,704,18106.88
S011144,D0029,H007,2024-11-09,243,70205.13
S011145,D0041,H062,2025-04-07,360,72928.8
S011146,D0066,H022,2024-09-14,951,462328.65
S011147,D0044,H033,2025-03-10,635,279539.7
S011148,D0025,H008,2023-01-11,261,2610.0
S011149,D0023,H005,2024-01-21,52,7439.12
S011150,D0037,H030,2025-04-05,664,17078.08
S011151,D0078,H070,2025-01-16,83,30915.01
S011152,D0038,H088,2024-04-15,56,18015.2
S011153,D0104,H032,2023-04-09,866,325321.56
S011154,D0096,H097,2024-08-30,23,10383.35
S011155,D0048,H009,2023-05-27,783,35015.76
S011156,D0076,H050,2023-11-23,522,231162.48
S011157,D0089,H059,2025-12-13,617,85306.42
S011158,D0110,H046,2023-02-09,563,178639.9
S011159,D0078,H074,2023-12-25,74,27562.78
S011160,D0119,H084,2025-05-21,97,46387.34
S011161,D0086,H009,2023-07-06,435,202005.3
S011162,D0117,H076,2023-12-25,46,3869.98
S011163,D0084,H055,2025-12-21,72,18160.56
S011164,D0021,H064,2023-04-10,342,115137.72
S011165,D0118,H028,2024-08-20,740,360454.0
S011166,D0059,H074,2023-04-24,683,146879.15
S011167,D0017,H073,2025-03-24,547,192757.33
S011168,D0109,H001,2024-12-19,696,232359.6
S011169,D0107,H060,2025-06-07,290,120767.6
S011170,D0092,H088,2023-10-19,891,201882.78
S011171,D0016,H016,2024-04-27,880,39969.6
S011172,D0095,H095,2025-05-05,887,61717.46
S011173,D0101,H007,2023-08-16,338,126905.48
S011174,D0096,H095,2024-11-22,740,334073.0
S011175,D0037,H033,2025-03-23,27,694.44
S011176,D0067,H072,2025-03-25,645,103225.8
S011177,D0084,H013,2025-03-25,826,208341.98
S011178,D0050,H057,2024-09-17,463,104022.21
S011179,D0102,H006,2025-09-05,971,347355.83
S011180,D0021,H046,2025-08-13,819,275724.54
S011181,D0004,H039,2023-11-29,466,99080.92
S011182,D0021,H097,2023-10-14,530,178429.8
S011183,D0036,H030,2023-02-25,890,370880.8
S011184,D0059,H026,2024-12-30,443,95267.15
S011185,D0011,H043,2024-08-26,128,48686.08
S011186,D0023,H044,2023-08-04,439,62803.34
S011187,D0020,H009,2023-07-27,777,141561.63
S011188,D0024,H024,2023-06-05,86,30849.06
S011189,D0118,H073,2025-08-23,424,206530.4
S011190,D0010,H067,2024-01-31,791,272760.53
S011191,D0022,H080,2024-02-13,155,57880.1
S011192,D0110,H097,2025-09-11,884,280493.2
S011193,D0065,H046,2025-10-05,616,65413.04
S011194,D0091,H017,2025-03-29,276,33619.56
S011195,D0063,H031,2025-05-21,994,270238.78
S011196,D0035,H071,2025-12-14,989,376551.86
S011197,D0022,H096,2023-01-16,306,114266.52
S011198,D0097,H001,2023-03-13,488,173527.92
S011199,D0028,H007,2024-11-10,855,370351.8
S011200,D0114,H003,2025-02-05,546,18569.46
S011201,D0022,H092,2023-04-27,478,178494.76
S011202,D0016,H059,2023-06-05,208,9447.36
S011203,D0091,H072,2024-07-11,128,15591.68
S011204,D0073,H012,2024-01-01,614,199077.22
S011205,D0094,H080,2023-01-06,695,207874.5
S011206,D0025,H046,2025-11-17,520,5200.0
S011207,D0063,H022,2024-04-25,617,167743.79
S011208,D0066,H002,2025-07-08,331,160915.65
S011209,D0056,H073,2025-06-04,267,5182.47
S011210,D0051,H090,2024-07-02,253,17006.66
S011211,D0030,H059,2025-11-01,624,294028.8
S011212,D0012,H001,2023-08-30,817,228465.88
S011213,D0030,H067,2025-06-19,657,309578.4
S011214,D0102,H095,2023-11-04,118,42212.14
S011215,D0068,H007,2023-07-08,743,64603.85
S011216,D0042,H036,2025-12-05,38,11405.32
S011217,D0022,H088,2023-12-14,331,123602.02
S011218,D0051,H039,2023-11-19,93,6251.46
S011219,D0094,H044,2025-06-10,980,293118.0
S011220,D0006,H028,2024-11-26,611,242945.82
S011221,D0075,H004,2023-10-30,617,263631.76
S011222,D0060,H027,2023-09-26,146,72940.14
S011223,D0036,H027,2023-05-07,654,272534.88
S011224,D0018,H052,2025-01-29,533,186368.78
S011225,D0102,H099,2023-06-09,64,22894.72
S011226,D0021,H064,2024-07-09,917,308717.22
S011227,D0055,H030,2023-06-11,560,11272.8
S011228,D0012,H062,2023-01-22,700,195748.0
S011229,D0088,H094,2023-10-11,708,44724.36
S011230,D0027,H003,2023-03-07,642,187335.6
S011231,D0101,H067,2023-02-20,502,188480.92
S011232,D0042,H086,2023-10-13,447,134162.58
S011233,D0120,H076,2024-11-27,636,191747.64
S011234,D0108,H070,2023-08-25,867,232893.54
S011235,D0092,H071,2025-07-03,782,177185.56
S011236,D0042,H047,2025-03-17,162,48622.68
S011237,D0054,H007,2024-10-02,803,257771.03
S011238,D0106,H094,2025-05-31,691,316540.19
S011239,D0046,H003,2025-08-21,545,86524.2
S011240,D0082,H083,2025-11-02,659,274611.89
S011241,D0030,H066,2025-03-24,844,397692.8
S011242,D0084,H083,2023-11-20,270,68102.1
S011243,D0048,H081,2024-10-10,539,24104.08
S011244,D0102,H039,2024-11-23,471,168490.83
S011245,D0119,H086,2025-04-13,570,272585.4
S011246,D0078,H018,2024-10-30,106,39481.82
S011247,D0106,H089,2023-07-15,713,326618.17
S011248,D0100,H034,2025-07-28,410,196443.3
S011249,D0042,H042,2023-04-30,812,243713.68
S011250,D0053,H007,2025-06-16,798,244124.16
S011251,D0076,H038,2024-09-27,208,92110.72
S011252,D0077,H098,2024-12-16,320,136448.0
S011253,D0101,H046,2024-02-05,356,133663.76
S011254,D0038,H026,2023-05-21,12,3860.4
S011255,D0117,H079,2024-09-16,903,75969.39
S011256,D0088,H022,2023-05-27,559,35312.03
S011257,D0087,H015,2024-02-22,374,24242.68
S011258,D0032,H018,2023-09-10,255,55822.05
S011259,D0039,H018,2023-06-26,515,183540.85
S011260,D0073,H077,2025-10-05,790,256141.7
S011261,D0118,H060,2025-03-31,912,444235.2
S011262,D0077,H074,2025-09-17,50,21320.0
S011263,D0002,H047,2024-06-20,934,386872.14
S011264,D0034,H027,2024-01-25,578,42633.28
S011265,D0010,H080,2023-09-17,240,82759.2
S011266,D0015,H013,2025-08-06,108,28662.12
S011267,D0066,H063,2023-03-10,548,266410.2
S011268,D0104,H026,2023-02-07,447,167920.02
S011269,D0034,H011,2023-09-25,998,73612.48
S011270,D0099,H058,2024-10-28,966,376411.56
S011271,D0018,H067,2024-11-08,430,150353.8
S011272,D0076,H036,2025-11-11,657,290945.88
S011273,D0039,H070,2024-12-27,517,184253.63
S011274,D0052,H002,2024-01-31,580,9001.6
S011275,D0024,H020,2025-07-31,366,131287.86
S011276,D0111,H057,2025-04-17,788,306524.12
S011277,D0020,H090,2024-01-19,182,33158.58
S011278,D0110,H002,2023-04-11,773,245272.9
S011279,D0005,H084,2025-10-30,644,173145.84
S011280,D0043,H041,2024-12-24,484,4840.0
S011281,D0041,H042,2024-10-15,943,191032.94
S011282,D0080,H007,2025-08-22,255,40868.85
S011283,D0060,H048,2024-10-13,169,84430.71
S011284,D0027,H021,2023-08-09,159,46396.2
S011285,D0075,H045,2025-04-13,792,338405.76
S011286,D0094,H018,2024-12-13,711,212660.1
S011287,D0068,H031,2023-01-11,128,11129.6
S011288,D0045,H080,2023-01-02,796,213232.48
S011289,D0120,H067,2024-10-03,596,179688.04
S011290,D0041,H081,2023-10-02,106,21473.48
S011291,D0064,H061,2025-12-26,838,359803.68
S011292,D0009,H069,2024-06-16,573,161872.5
S011293,D0051,H051,2025-02-14,737,49541.14
S011294,D0038,H096,2024-07-22,520,167284.0
S011295,D0117,H084,2025-01-17,265,22294.45
S011296,D0075,H068,2025-02-10,776,331569.28
S011297,D0015,H030,2024-10-09,144,38216.16
S011298,D0084,H013,2025-02-18,998,251725.54
S011299,D0071,H019,2025-03-05,39,2608.32
S011300,D0073,H009,2023-06-20,536,173787.28
S011301,D0072,H054,2025-02-11,335,8388.4
S011302,D0015,H013,2023-11-27,659,174892.01
S011303,D0001,H055,2025-10-04,811,300451.17
S011304,D0011,H036,2025-07-10,725,275761.0
S011305,D0064,H089,2024-04-10,501,215109.36
S011306,D0115,H034,2024-05-26,158,12350.86
S011307,D0084,H086,2025-03-05,101,25475.23
S011308,D0116,H004,2023-06-07,420,7148.4
S011309,D0109,H067,2023-08-03,211,70442.35
S011310,D0034,H085,2024-04-08,205,15120.8
S011311,D0009,H016,2025-12-20,553,156222.5
S011312,D0051,H061,2024-10-22,285,19157.7
S011313,D0077,H046,2023-10-06,100,42640.0
S011314,D0039,H015,2023-11-04,846,301505.94
S011315,D0095,H041,2024-08-02,427,29710.66
S011316,D0119,H022,2024-06-28,466,222850.52
S011317,D0044,H094,2024-03-15,825,363181.5
S011318,D0077,H004,2025-01-28,949,404653.6
S011319,D0027,H060,2023-12-16,537,156696.6
S011320,D0002,H093,2023-06-24,655,271307.55
S011321,D0025,H066,2024-08-10,501,5010.0
S011322,D0031,H090,2025-08-22,510,188215.5
S011323,D0053,H063,2024-06-12,221,67608.32
S011324,D0095,H033,2023-11-12,880,61230.4
S011325,D0007,H074,2024-09-30,595,174935.95
S011326,D0098,H091,2025-01-02,285,65250.75
S011327,D0072,H003,2024-10-01,670,16776.8
S011328,D0104,H050,2023-10-08,221,83020.86
S011329,D0037,H089,2025-02-14,798,20524.56
S011330,D0055,H062,2024-10-12,61,1227.93
S011331,D0109,H092,2025-06-07,628,209657.8
S011332,D0021,H027,2023-03-26,415,139713.9
S011333,D0069,H025,2025-07-03,725,183164.0
S011334,D0043,H031,2025-04-29,96,960.0
S011335,D0065,H084,2023-12-04,803,85270.57
S011336,D0075,H039,2023-05-04,419,179030.32
S011337,D0093,H083,2023-01-01,748,194382.76
S011338,D0112,H054,2023-11-19,682,333532.1
S011339,D0037,H039,2025-10-30,451,11599.72
S011340,D0113,H056,2024-08-05,476,52102.96
S011341,D0112,H014,2023-11-01,487,238167.35
S011342,D0010,H068,2023-04-07,341,117587.03
S011343,D0086,H024,2024-09-16,98,45509.24
S011344,D0082,H018,2024-05-21,427,177935.17
S011345,D0085,H095,2023-05-10,380,6019.2
S011346,D0036,H038,2025-07-20,115,47922.8
S011347,D0034,H082,2025-10-28,580,42780.8
S011348,D0014,H044,2025-04-23,785,124712.95
S011349,D0045,H014,2024-04-15,773,207071.24
S011350,D0001,H066,2023-03-09,283,104843.01
S011351,D0076,H063,2025-03-26,154,68197.36
S011352,D0069,H007,2025-12-12,618,156131.52
S011353,D0068,H048,2024-11-18,681,59212.95
S011354,D0049,H069,2024-12-09,305,78424.65
S011355,D0024,H089,2023-04-27,369,132363.99
S011356,D0061,H087,2024-03-07,554,213594.7
S011357,D0042,H047,2023-08-27,763,229006.82
S011358,D0033,H034,2023-11-15,366,17092.2
S011359,D0071,H055,2023-10-04,453,30296.64
S011360,D0063,H088,2024-04-14,539,146537.93
S011361,D0113,H018,2025-03-24,330,36121.8
S011362,D0110,H061,2023-03-19,763,242099.9
S011363,D0070,H038,2023-03-03,142,39220.4
S011364,D0055,H039,2025-10-22,379,7629.27
S011365,D0058,H015,2023-03-21,215,101851.95
S011366,D0104,H034,2023-03-10,691,259581.06
S011367,D0072,H009,2024-08-01,424,10616.96
S011368,D0119,H033,2024-09-25,418,199895.96
S011369,D0084,H071,2024-07-19,719,181353.37
S011370,D0086,H036,2025-04-30,434,201540.92
S011371,D0041,H100,2024-09-23,686,138969.88
S011372,D0072,H024,2023-02-19,266,6660.64
S011373,D0019,H026,2025-06-16,853,252197.98
S011374,D0069,H081,2024-04-12,752,189985.28
S011375,D0110,H032,2023-04-02,336,106612.8
S011376,D0099,H053,2025-07-27,66,25717.56
S011377,D0097,H067,2025-02-05,233,82852.47
S011378,D0011,H038,2023-04-19,706,268534.16
S011379,D0113,H031,2024-07-31,786,86035.56
S011380,D0055,H001,2023-07-24,707,14231.91
S011381,D0096,H034,2025-07-29,295,133177.75
S011382,D0117,H052,2023-09-06,240,20191.2
S011383,D0055,H065,2023-03-17,322,6481.86
S011384,D0091,H015,2023-07-30,181,22047.61
S011385,D0051,H041,2024-04-06,524,35223.28
S011386,D0026,H016,2025-03-17,87,8725.23
S011387,D0093,H016,2025-08-31,288,74842.56
S011388,D0058,H033,2023-11-17,476,225495.48
S011389,D0042,H017,2023-07-01,235,70532.9
S011390,D0069,H058,2024-09-30,798,201606.72
S011391,D0103,H081,2024-10-01,137,13316.4
S011392,D0032,H020,2023-05-19,135,29552.85
S011393,D0085,H085,2025-12-17,603,9551.52
S011394,D0007,H025,2024-09-19,227,66740.27
S011395,D0063,H001,2024-07-21,776,210971.12
S011396,D0044,H016,2023-07-27,869,382551.18
S011397,D0120,H027,2024-02-27,530,159789.7
S011398,D0076,H045,2024-07-06,460,203706.4
S011399,D0057,H097,2024-04-02,844,168428.64
S011400,D0059,H021,2025-06-01,450,96772.5
S011401,D0048,H056,2025-09-22,231,10330.32
S011402,D0092,H086,2023-11-26,822,186248.76
S011403,D0014,H067,2025-11-18,203,32250.61
S011404,D0017,H046,2025-03-21,774,272749.86
S011405,D0114,H035,2023-05-19,717,24385.17
S011406,D0004,H082,2023-01-27,985,209430.7
S011407,D0118,H077,2025-06-29,565,275211.5
S011408,D0012,H036,2025-05-05,972,271810.08
S011409,D0029,H033,2024-07-22,896,258863.36
S011410,D0073,H042,2023-02-10,291,94350.93
S011411,D0047,H042,2023-12-02,850,146268.0
S011412,D0029,H001,2023-03-03,727,210037.57
S011413,D0094,H082,2024-04-19,362,108274.2
S011414,D0117,H090,2025-04-02,358,30118.54
S011415,D0027,H024,2024-07-05,220,64196.0
S011416,D0081,H089,2023-11-18,652,35097.16
S011417,D0100,H003,2025-01-17,900,431217.0
S011418,D0093,H059,2023-11-22,985,255971.95
S011419,D0038,H058,2025-10-10,235,75599.5
S011420,D0028,H073,2025-11-12,713,308843.08
S011421,D0113,H064,2024-04-09,347,37982.62
S011422,D0093,H015,2023-11-01,672,174632.64
S011423,D0103,H021,2023-03-22,358,34797.6
S011424,D0051,H033,2025-11-23,252,16939.44
S011425,D0103,H062,2025-12-22,379,36838.8
S011426,D0116,H039,2025-11-30,255,4340.1
S011427,D0116,H022,2024-07-02,324,5514.48
S011428,D0081,H071,2023-04-26,935,50331.05
S011429,D0106,H062,2024-12-03,596,273021.64
S011430,D0007,H015,2023-06-20,396,116427.96
S011431,D0018,H058,2024-09-11,787,275182.42
S011432,D0111,H087,2025-01-08,879,341922.21
S011433,D0082,H063,2023-06-09,906,377539.26
S011434,D0025,H065,2023-06-12,357,3570.0
S011435,D0081,H029,2023-05-27,386,20778.38
S011436,D0067,H041,2023-02-14,500,80020.0
S011437,D0042,H031,2023-07-15,586,175882.04
S011438,D0052,H075,2023-07-13,169,2622.88
S011439,D0080,H024,2023-07-01,463,74205.01
S011440,D0047,H074,2023-05-27,304,52312.32
S011441,D0110,H077,2025-10-08,599,190062.7
S011442,D0047,H001,2024-07-14,903,155388.24
S011443,D0007,H080,2025-12-08,428,125836.28
S011444,D0013,H071,2025-10-21,140,44956.8
S011445,D0107,H040,2025-11-04,515,214466.6
S011446,D0025,H027,2025-10-16,455,4550.0
S011447,D0060,H090,2025-05-24,711,355208.49
S011448,D0086,H050,2025-05-19,619,287451.22
S011449,D0040,H019,2023-09-05,619,97956.75
S011450,D0020,H016,2024-01-31,860,156683.4
S011451,D0002,H007,2023-05-18,929,384801.09
S011452,D0025,H073,2024-10-09,170,1700.0
S011453,D0014,H023,2024-07-09,231,36698.97
S011454,D0024,H066,2025-06-12,496,177920.16
S011455,D0023,H036,2023-08-08,619,88554.14
S011456,D0083,H049,2023-01-11,473,13437.93
S011457,D0007,H041,2023-01-16,834,245204.34
S011458,D0062,H019,2023-03-04,136,35036.32
S011459,D0054,H013,2023-01-12,809,259697.09
S011460,D0102,H018,2024-05-12,102,36488.46
S011461,D0115,H036,2024-12-10,712,55657.04
S011462,D0018,H048,2023-03-11,594,207698.04
S011463,D0065,H028,2024-01-10,42,4459.98
S011464,D0085,H053,2024-07-10,766,12133.44
S011465,D0064,H042,2024-03-09,30,12880.8
S011466,D0055,H042,2023-01-31,353,7105.89
S011467,D0080,H065,2023-10-12,66,10577.82
S011468,D0070,H053,2024-07-09,901,248856.2
S011469,D0039,H004,2023-01-18,718,255888.02
S011470,D0038,H015,2025-12-30,414,133183.8
S011471,D0003,H093,2023-08-25,482,120654.24
S011472,D0047,H058,2024-08-20,58,9980.64
S011473,D0042,H067,2024-07-27,293,87941.02
S011474,D0079,H089,2024-04-02,354,22949.82
S011475,D0018,H091,2023-02-05,545,190564.7
S011476,D0087,H025,2025-06-21,813,52698.66
S011477,D0070,H097,2023-09-09,42,11600.4
S011478,D0031,H057,2023-04-19,735,271251.75
S011479,D0063,H097,2025-03-03,270,73404.9
S011480,D0043,H031,2023-05-23,989,9890.0
S011481,D0069,H065,2024-06-01,265,66949.6
S011482,D0070,H008,2024-12-07,397,109651.4
S011483,D0058,H038,2025-07-04,793,375667.89
S011484,D0001,H040,2024-03-13,512,189680.64
S011485,D0091,H072,2023-07-19,353,42998.93
S011486,D0050,H034,2024-08-18,505,113458.35
S011487,D0006,H094,2025-07-24,411,163421.82
S011488,D0016,H046,2025-05-01,385,17486.7
S011489,D0107,H040,2024-08-30,906,377294.64
S011490,D0055,H030,2023-12-05,244,4911.72
S011491,D0072,H001,2023-11-27,270,6760.8
S011492,D0006,H050,2023-08-21,531,211136.22
S011493,D0075,H040,2024-06-24,253,108101.84
S011494,D0071,H052,2025-08-09,686,45879.68
S011495,D0078,H081,2023-03-29,713,265571.11
S011496,D0094,H055,2024-09-09,789,235989.9
S011497,D0110,H063,2023-10-23,961,304925.3
S011498,D0035,H028,2024-12-22,504,191892.96
S011499,D0074,H047,2025-02-27,305,107558.25
S011500,D0037,H031,2025-06-07,855,21990.6
S011501,D0062,H036,2023-08-30,937,241389.94
S011502,D0073,H088,2025-08-11,212,68736.76
S011503,D0005,H090,2025-05-02,754,202720.44
S011504,D0078,H043,2023-12-27,926,344907.22
S011505,D0012,H093,2023-03-30,355,99272.2
S011506,D0078,H079,2025-10-23,992,369490.24
S011507,D0045,H029,2023-01-06,805,215643.4
S011508,D0064,H075,2023-08-09,340,145982.4
S011509,D0035,H036,2023-06-09,721,274513.54
S011510,D0095,H002,2024-03-28,283,19691.14
S011511,D0089,H027,2025-01-12,499,68991.74
S011512,D0111,H036,2024-07-17,599,233005.01
S011513,D0105,H046,2023-06-11,621,256317.75
S011514,D0006,H052,2025-10-12,525,208750.5
S011515,D0014,H033,2025-12-15,318,50520.66
S011516,D0095,H096,2024-09-02,950,66101.0
S011517,D0037,H099,2024-01-21,772,19855.84
S011518,D0047,H029,2025-11-29,331,56958.48
S011519,D0093,H057,2023-01-11,168,43658.16
S011520,D0063,H024,2023-10-13,165,44858.55
S011521,D0056,H053,2024-05-30,719,13955.79
S011522,D0037,H072,2023-02-28,751,19315.72
S011523,D0099,H092,2023-02-06,75,29224.5
S011524,D0113,H026,2023-04-14,935,102345.1
S011525,D0041,H073,2023-07-08,336,68066.88
S011526,D0105,H065,2023-02-12,188,77597.0
S011527,D0119,H090,2025-05-01,92,43996.24
S011528,D0098,H098,2025-09-21,588,134622.6
S011529,D0042,H043,2023-06-24,892,267724.88
S011530,D0014,H039,2025-01-19,14,2224.18
S011531,D0063,H049,2024-10-21,379,103038.73
S011532,D0082,H067,2023-03-06,271,112928.41
S011533,D0086,H048,2024-11-04,909,422121.42
S011534,D0043,H032,2025-12-10,756,7560.0
S011535,D0069,H013,2025-08-16,397,100298.08
S011536,D0062,H099,2023-03-27,144,37097.28
S011537,D0027,H063,2025-09-28,510,148818.0
S011538,D0028,H044,2023-02-11,257,111322.12
S011539,D0065,H082,2023-04-15,292,31007.48
S011540,D0072,H006,2023-04-24,836,20933.44
S011541,D0071,H062,2024-10-12,426,28490.88
S011542,D0120,H061,2024-07-05,660,198983.4
S011543,D0066,H075,2024-10-31,418,203210.7
S011544,D0042,H064,2023-10-26,641,192389.74
S011545,D0090,H083,2024-02-08,686,158863.88
S011546,D0084,H003,2023-08-30,396,99883.08
S011547,D0002,H063,2025-02-05,87,36036.27
S011548,D0057,H069,2025-08-08,17,3392.52
S011549,D0073,H092,2024-07-14,825,267489.75
S011550,D0097,H091,2023-12-10,471,167482.89
S011551,D0024,H038,2024-02-08,886,317817.06
S011552,D0040,H036,2024-08-16,346,54754.5
S011553,D0041,H075,2025-12-31,403,81639.74
S011554,D0089,H051,2025-01-17,960,132729.6
S011555,D0021,H055,2025-09-13,283,95274.78
S011556,D0118,H099,2023-10-17,477,232346.7
S011557,D0046,H023,2023-05-24,123,19527.48
S011558,D0025,H058,2024-04-05,406,4060.0
S011559,D0028,H027,2023-07-18,342,148140.72
S011560,D0076,H072,2025-06-28,924,409184.16
S011561,D0113,H059,2023-01-22,200,21892.0
S011562,D0112,H048,2023-09-26,14,6846.7
S011563,D0016,H024,2025-08-21,244,11082.48
S011564,D0099,H097,2023-01-28,961,374463.26
S011565,D0047,H079,2025-07-20,517,88965.36
S011566,D0090,H045,2024-12-17,294,68084.52
S011567,D0060,H017,2023-09-28,755,377190.45
S011568,D0012,H017,2023-05-16,186,52013.04
S011569,D0117,H020,2023-03-26,953,80175.89
S011570,D0085,H073,2025-05-12,567,8981.28
S011571,D0060,H044,2023-05-27,150,74938.5
S011572,D0053,H027,2023-07-19,411,125733.12
S011573,D0111,H099,2024-06-09,417,162208.83
S011574,D0059,H084,2023-09-20,481,103439.05
S011575,D0001,H015,2023-06-20,466,172639.02
S011576,D0078,H029,2025-07-15,773,287919.31
S011577,D0035,H070,2024-07-31,788,300023.12
S011578,D0069,H087,2024-11-20,796,201101.44
S011579,D0050,H099,2023-12-23,964,216581.88
S011580,D0085,H055,2024-05-29,875,13860.0
S011581,D0076,H015,2025-09-02,86,38084.24
S011582,D0108,H088,2024-08-05,735,197435.7
S011583,D0065,H014,2024-11-23,494,52457.86
S011584,D0055,H085,2025-04-01,693,13950.09
S011585,D0046,H086,2024-07-20,698,110814.48
S011586,D0085,H016,2024-12-25,175,2772.0
S011587,D0031,H036,2025-03-19,337,124369.85
S011588,D0026,H066,2024-04-23,846,84845.34
S011589,D0094,H099,2023-09-07,634,189629.4
S011590,D0057,H076,2025-02-17,420,83815.2
S011591,D0087,H039,2024-11-13,650,42133.0
S011592,D0054,H029,2025-12-05,849,272537.49
S011593,D0108,H018,2025-09-15,358,96165.96
S011594,D0118,H012,2023-07-11,706,343892.6
S011595,D0066,H087,2023-03-02,184,89451.6
S011596,D0004,H060,2025-07-23,107,22750.34
S011597,D0044,H036,2023-07-29,468,206022.96
S011598,D0007,H042,2023-10-18,198,58213.98
S011599,D0113,H024,2025-02-22,455,49804.3
S011600,D0019,H099,2025-03-05,562,166160.92
S011601,D0088,H045,2025-04-02,579,36575.43
S011602,D0012,H096,2024-08-29,954,266776.56
S011603,D0014,H016,2023-09-18,638,101359.06
S011604,D0047,H003,2023-04-22,775,133362.0
S011605,D0037,H009,2025-04-08,783,20138.76
S011606,D0011,H068,2025-06-05,20,7607.2
S011607,D0019,H054,2024-02-19,122,36070.52
S011608,D0025,H059,2024-01-23,958,9580.0
S011609,D0027,H052,2024-08-04,142,41435.6
S011610,D0013,H034,2024-05-21,206,66150.72
S011611,D0114,H034,2025-01-15,87,2958.87
S011612,D0096,H001,2024-02-08,668,301568.6
S011613,D0054,H017,2024-12-05,158,50719.58
S011614,D0037,H040,2023-05-29,736,18929.92
S011615,D0085,H064,2025-04-22,149,2360.16
S011616,D0047,H079,2025-02-22,348,59883.84
S011617,D0120,H094,2024-09-08,779,234860.71
S011618,D0112,H074,2024-03-14,216,105634.8
S011619,D0038,H095,2023-03-03,215,69165.5
S011620,D0026,H025,2024-01-09,688,68999.52
S011621,D0026,H082,2023-12-23,697,69902.13
S011622,D0098,H099,2025-02-08,926,212007.7
S011623,D0052,H085,2024-03-02,897,13921.44
S011624,D0098,H031,2024-09-16,200,45790.0
S011625,D0054,H024,2025-07-05,37,11877.37
S011626,D0045,H087,2025-07-21,766,205196.08
S011627,D0034,H099,2025-07-17,60,4425.6
S011628,D0017,H020,2025-02-09,195,68716.05
S011629,D0030,H087,2023-07-04,349,164448.8
S011630,D0028,H034,2024-01-16,403,174563.48
S011631,D0036,H085,2024-07-25,587,244614.64
S011632,D0102,H090,2023-07-21,417,149173.41
S011633,D0054,H056,2025-02-12,338,108501.38
S011634,D0083,H032,2025-04-10,822,23353.02
S011635,D0052,H072,2024-02-04,659,10227.68
S011636,D0115,H083,2024-05-04,322,25170.74
S011637,D0022,H046,2023-04-16,83,30993.86
S011638,D0098,H066,2023-08-09,594,135996.3
S011639,D0022,H064,2023-10-30,594,221811.48
S011640,D0019,H075,2025-09-06,459,135707.94
S011641,D0075,H046,2024-09-09,979,418307.12
S011642,D0078,H055,2023-12-31,502,186979.94
S011643,D0010,H077,2024-10-17,971,334829.93
S011644,D0060,H070,2025-02-22,791,395175.69
S011645,D0082,H096,2024-10-19,207,86258.97
S011646,D0100,H017,2025-05-01,449,215129.37
